latitude,longitude,name,desc,color
39.78373,-100.445882,"3824 SE Morrison St. #2, Portland, OR 97214",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
45.535705,-122.621262,"4071 NE Sandy Blvd, Portland, OR 97212","4071 Northeast Sandy Boulevard, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"15880 SW Quarry RD, Lake Oswego, OK 97035",US,
39.78373,-100.445882,"same as owner's home",US,
45.471415,-122.732539,"7344 SW 54th Ave. , Portland, OR 97219","7344 Southwest 54th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"415 SE 143rd , Portland, OR 97233",US,
39.78373,-100.445882,"same as owner's home",US,
45.580423,-122.714818,"7715 N Dwight Avenue, Portland, OR 97203","7715 North Dwight Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"same as  owner's home",US,
45.501089,-122.63367,"3005 SE 31st Ave, Portland, OR 97202","3005 Southeast 31st Avenue, Portland, Multnomah County, OR, US",
45.564986,-122.669519,"226 N Jarrett Street, Portland, OR 97217","226 North Jarrett Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"same as owner's address",US,
45.398321,-122.733186,"17620 Pilkington Rd, lake Oswego, OR 97035","17620 Pilkington Road, Lake Oswego, Clackamas County, OR, US",
39.78373,-100.445882,"1006 N Killingsworth, Portland, OR ",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"SE 39th, and Sauvies Island??",US,
45.53988,-122.663197,"206 NE Sacramento St, Portland, OR 97212","206 Northeast Sacramento Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
45.449438,-122.616879,"4471 SE White Lake Rd, Milwaukie, OR ","4471 Southeast White Lake Road, Milwaukie, Clackamas County, OR, US",
45.538801,-122.613146,"4838 NE Sandy Blvd, Portland, OR 97213","4838 Northeast Sandy Boulevard, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"several",US,
39.78373,-100.445882,"same as owner's home",US,
45.523726,-122.66031,"533 NE Couch St, Portland, OR 97232","533 Northeast Couch Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"811 E Burnside St. Suite #122a, Portland, OR 97214",US,
39.78373,-100.445882,"same as owner's home",US,
45.476804,-122.599918,"6329 SE 62nd Ave, Portland, OR 97206","6329 Southeast 62nd Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"same as owners home",US,
39.78373,-100.445882,"2351 NW York , Portland, OR 97210",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"3508 N. Williams , Portland, OK 97227",US,
39.78373,-100.445882,"16979 SW Division, Beaverton, OR 97007",US,
39.78373,-100.445882,"17 SE 3rd, #404, Portland, OR 97214",US,
45.557536,-122.666483,"4734 N Williams Ave, Portland, OR ","4734 North Williams Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"7915 SW Cedarcrest St., Tigard, OR 97223",US,
45.508343,-122.518652,"2030 SE 141st Ave, Portland, OR 97233","2030 Southeast 141st Avenue, Portland, Multnomah County, OR, US",
45.509495,-122.534806,"12445 Se Stephens St., Portland, OR 97233","12445 Southeast Stephens Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"Kwan Yin Healing Arts Center, 2330 NW Flanders, Portland, OR 97201",US,
-22.181416,27.96199,"home based","Sefhophe, Central District, BW",
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"4341 NE Hassalo, Portland, OR 97213",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home, Milwaukie, OR 97222",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
45.525975,-122.641292,"426 NE 24th Avenue, Portland, OR ","426 Northeast 24th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"1935 SE Clinton , Portland, OK 97202",US,
45.517511,-122.993427,"346 SW Walnut St, Hillsboro, OR 97123","346 Southwest Walnut Street, Hillsboro, Washington County, OR, US",
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"7135 SW Kaufman Dr, Beaverton, OR 97007",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's address",US,
39.78373,-100.445882,"6732 SW 196th Ave., Beaverton, OR 97007",US,
39.78373,-100.445882,"SE Stark between 4th and 5th, Portland, OR ",US,
45.49669,-122.549913,"11013 SE Powell Blvd, Portland, OR 97266","11013 Southeast Powell Boulevard, Portland, Multnomah County, OR, US",
45.560892,-122.646538,"5236 NE 18th Ave. , Portland, OR 97211","5236 Northeast 18th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"451 NE Burnside, Gresham, OR 97080",US,
47.008055,-122.845766,"3520 43rd Avenue SE, Olympia, WA 98501","3520 43rd Avenue Southeast, East Olympia, Thurston County, WA, US",
45.511767,-122.622016,"3942 SE Hawthorne Blvd, Portland, OR 97214","3942 Southeast Hawthorne Boulevard, Portland, Multnomah County, OR, US",
47.311876,-122.369756,"2739 SW 323rd Street, Federal Way, WA 98023","2739 Southwest 323rd Street, Federal Way, King County, WA, US",
39.78373,-100.445882,"8136 SE Foster Rd, Ste 240, Portland, OR 97206",US,
39.78373,-100.445882,"3016 NE Killingsworth, Portland, OR 97211",US,
39.78373,-100.445882,"1521 N. Jantzen Ave. #350, Portland, OR 97217",US,
44.046036,-123.01025,"1124 Main Street, Springfield, OR 97477","1124 Main Street, Springfield, Lane County, OR, US",
39.78373,-100.445882,"901 SW Highland Drive, Suite N, Gresham, OR 97080",US,
39.78373,-100.445882,"3517 NE Martin Luther King Blv, Portland, OR 97212",US,
45.496308,-122.609766,"5115 SE Foster Rd, Portland, OR 97206","5115 Southeast Foster Road, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"19116 NE Wasco Ct, Portland, OR 97230",US,
45.559007,-122.647492,"1710 NE Alberta Street, Portland, OR 97211","1710 Northeast Alberta Street, Portland, Multnomah County, OR, US",
45.493822,-122.598506,"4001 SE 63rd Ave., Portland, OR 97206","4001 Southeast 63rd Avenue, Portland, Multnomah County, OR, US",
45.562671,-122.578041,"118 NE Killingsworth St. , Portland, OR ","Northeast Killingsworth Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"16 D Graham St. , Portland, OR 97212",US,
46.906702,-102.777188,"5th and Stark","5th Avenue East, Dickinson, Stark County, ND, US",
39.78373,-100.445882,"5525 E Burnside, Portland, OR 97215",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"2815 SE 115th, Portland, OR 97266",US,
39.78373,-100.445882,"same as owner's home",US,
39.78373,-100.445882,"2841 SE 125th",US,
39.78373,-100.445882,"9533 N Buchanan Ave, Portland, OR 97203-1703",US,
45.519618,-122.582321,"422 SE 79th Ave, Portland, OR 97215","422 Southeast 79th Avenue, Portland, Multnomah County, OR, US",
45.51627,-122.624079,"3810 SE Belmont St. , Portland, OR 97214","3810 Southeast Belmont Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"11825 NE Fremont, Portland, OR 97220",US,
39.78373,-100.445882,"same as owner's home",US,
45.396386,-122.262564,"38959 Pioneer Blvd, Sandy, OR 97055","38959 Pioneer Boulevard, Sandy, Clackamas County, OR, US",
45.589378,-122.760902,"6635 N Baltimore Ave., Portland, OR 97203","6635 North Baltimore Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"4237 NE Mississippi Ave, Portland, OR 97217",US,
45.537872,-122.672333,"633 N. Tillamook St., Portland, OR 97227","633 North Tillamook Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"home based business",US,
47.356567,-122.148221,"21901 145th Avenue SE, Kent, WA 98042","145th Avenue Southeast, Kent, King County, WA, US",
39.78373,-100.445882,"3540 Se Division , Portland, OR 97202",US,
45.532857,-122.523095,"17246 NE Clackamas St., Portland, OR 97230","Northeast Clackamas Street, Portland, Multnomah County, OR, US",
45.506363,-122.653321,"2282 SE Spruce Ave., Portland, OR 97214","2282 Southeast Spruce Avenue, Portland, Multnomah County, OR, US",
45.530483,-122.968857,"882 NE Linden Ave, Hillsboro, OR 97124","882 Northeast Linden Avenue, Hillsboro, Washington County, OR, US",
39.78373,-100.445882,"SW 9th & Washington, Portland, OR 97220",US,
45.552773,-122.608707,"5249 NE Mason St., Portland, OR 97218","5249 Northeast Mason Street, Portland, Multnomah County, OR, US",
45.508347,-122.648611,"1990 SE Ladd Ave, Portland, OR 97214","1990 Southeast Ladd Avenue, Portland, Multnomah County, OR, US",
45.462628,-122.653199,"8315 SE 13th Ave, Portland, OR 97202","8315 Southeast 13th Avenue, Portland, Multnomah County, OR, US",
45.533566,-122.523266,"18222 NE Halsey St, Portland, OR 97230","Northeast Halsey Street, Portland, Multnomah County, OR, US",
45.527421,-122.615988,"4501 NE Hoyt Street, Portland, OR 97213","4501 Northeast Hoyt Street, Portland, Multnomah County, OR, US",
45.547237,-122.573939,"8634 NE Boehmer Street, Portland, OR 97220","8634 Northeast Boehmer Street, Portland, Multnomah County, OR, US",
45.551916,-122.65685,"834 NE Shaver St, Portland, OR 97212","834 Northeast Shaver Street, Portland, Multnomah County, OR, US",
45.520952,-122.654381,"1111 SE Pine Street, Portland, OR 97214","1111 Southeast Pine Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"Yoga Shala Wellness, 3808 N. Williams Ave, Suite F , Portland, OR 97227",US,
39.78373,-100.445882,"1003 NW Shattuck Way #216, Gresham, OR 97030",US,
39.78373,-100.445882,"5844 SW Ridgetop Ct, Lake Oswego, OR 97035",US,
39.78373,-100.445882,"2175 NW Davis st. #404, Portland, OR 97210",US,
45.468433,-122.657532,"818 SE Lambert St, Portland, OR 97202","818 Southeast Lambert Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"9102 NE Highway 99, Suite G, Vancouver, WA 98665",US,
45.490719,-122.681978,"348 SW Hamilton St, Portland, OR 97239","348 Southwest Hamilton Street, Portland, Multnomah County, OR, US",
45.528234,-122.683163,"744 NW 12th Ave, Portland, OR 97209","744 Northwest 12th Avenue, Portland, Multnomah County, OR, US",
45.483653,-122.601515,"6020 SE Insley St., Portland, OR 97206","6020 Southeast Insley Street, Portland, Multnomah County, OR, US",
45.496308,-122.609766,"5115 Southeast Foster Road, Portland, OR 97206","5115 Southeast Foster Road, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3010-C Pacific Avenue, Forest Grove, OR 97116",US,
39.78373,-100.445882,"5740 SW Seville , Lake Owego, OR 97035",US,
45.471632,-122.731347,"7330 SW 53rd Av, Portland, OR 97219","7330 Southwest 53rd Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3541 N Halleck, Portland, OR 97217",US,
45.422488,-122.629754,"13900 SE Oatfield Rd., Oak Grove, OR 97267","13900 Southeast Oatfield Road, Clackamas County, OR, US",
39.78373,-100.445882,"27434 SW Beaver Creek Rd, Sheridan, OR 97378",US,
45.416652,-122.504339,"15396 SE Olds Drive, Clackamas, OR 97015","15396 Southeast Olds Drive, Clackamas County, OR, US",
39.78373,-100.445882,"1125 SE Division St., #102, Portland, OR 97202",US,
39.78373,-100.445882,"8835 SW Canyon Lane #402, Portland,  97225",US,
45.562346,-122.665069,"5405 NE Rodney Ave., Portland, OR 97211","5405 Northeast Rodney Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"4717 NE 21st St, Portland, OR 97211",US,
45.554142,-122.658831,"4217 NE 7th Ave , Portland, OR 97211","4217 Northeast 7th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3439 NE Sandy Blvd #203, Portland, OR 97232",US,
45.509365,-122.628411,"1906 SE 35th Ave, Portland, OR 97214","1906 Southeast 35th Avenue, Portland, Multnomah County, OR, US",
45.581082,-122.797886,"8142 NW Skyline Blvd, Portland, OR 97229","8142 Northwest Skyline Boulevard, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"2343 SW Boundary, Portland, OR 97239",US,
45.503379,-122.629741,"3384 SE Clinton St, Portland, OR 97202","3384 Southeast Clinton Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3087 SE Ankeny St Apt 12, Portland, OR 97214",US,
45.5652,-122.686708,"5821 N Campbell Ave, Portland, OR 97217","5821 North Campbell Avenue, Portland, Multnomah County, OR, US",
45.501483,-122.642833,"2235 SE Brooklyn St, Portland, OR 97202","2235 Southeast Brooklyn Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"209 Ne 22nd Ave #C, Portland, OR 97232",US,
45.462038,-122.595268,"8522 se 66th ave, Portland, OR 97206","8522 Southeast 66th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3430 SE Belmont Street #105, Portland, OR 97214",US,
39.78373,-100.445882,"8150 SW Barnes Road, Apt. S104, Portland, OR 97225",US,
39.78373,-100.445882,"3721 SE 136th Ave Unit E, Portland, OR 97236",US,
45.557444,-122.646105,"4737 NE 19th Avenue, Portland, OR 97211","4737 Northeast 19th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"300 NW 8th Ave #606, Portland, OR 97209",US,
39.78373,-100.445882,"24201 S.Peach Rd, Canby, OR 97013",US,
45.505365,-122.547664,"2362 SE 112th Ave, Portland, OR 97216-____","2362 Southeast 112th Avenue, Portland, Multnomah County, OR, US",
45.515222,-122.635142,"2939 SE Taylor St., Portland, OR 97214","2939 Southeast Taylor Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"1033 SW Yamhill St. #202, Portland, OR 97205",US,
45.521783,-122.572711,"68 SE 88th Ave, Portland, OR 97216","68 Southeast 88th Avenue, Portland, Multnomah County, OR, US",
45.513235,-122.619237,"4212 SE Main St., Portland, OR 97215","4212 Southeast Main Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"2390 NW Thurman St. #1, Portland, OR 97210",US,
45.553842,-122.669271,"4133 N. Gantenbein Ave., Portland, OR 97217","4133 North Gantenbein Avenue, Portland, Multnomah County, OR, US",
45.506726,-122.646825,"2220 SE Ladd Ave, Portland, OR 97214","2220 Southeast Ladd Avenue, Portland, Multnomah County, OR, US",
45.468648,-122.800384,"7070 SW Hoodview Pl, Beaverton, OR 97008","7070 Southwest Hoodview Place, Beaverton, Washington County, OR, US",
45.518732,-122.543881,"11560 SE Stark St, Portland, OR 97216","11560 Southeast Stark Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"616 NE Fargo #106, Portland, OR 97212",US,
45.559571,-122.655843,"5027 NE 10th Ave, Portland, OR 97211","5027 Northeast 10th Avenue, Portland, Multnomah County, OR, US",
45.455115,-122.617749,"4303 SE Fieldcrest Dr, Milwaukie, OR 97222","4303 Southeast Fieldcrest Drive, Milwaukie, Clackamas County, OR, US",
45.453371,-122.69472,"1528 SW Maplecrest Dr, Portland, OR 97219","1528 Southwest Maplecrest Drive, Portland, Multnomah County, OR, US",
45.48877,-122.609771,"4644 SE 51st Ave, Portland, OR 97206","4644 Southeast 51st Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"10580 sw mcdonald rd, tigard, OR 97223",US,
39.78373,-100.445882,"13032 SE Ramona, portland, OR 97236",US,
45.455633,-122.626475,"3524 SE Filbert St. , Milwaukie, OR 97222","3524 Southeast Filbert Street, Milwaukie, Clackamas County, OR, US",
45.550928,-122.676251,"927 N Failing St, Portland, OR 97227","927 North Failing Street, Portland, Multnomah County, OR, US",
45.795355,-122.698512,"24311 NW 24th Ave, Ridgefield, WA 98642","Northwest 24th Avenue, Ridgefield, Clark County, WA, US",
45.504702,-122.559262,"2442 SE 101st Ave, Portland, OR 97216","2442 Southeast 101st Avenue, Portland, Multnomah County, OR, US",
45.509256,-122.498118,"16016 SE Stephens St., Portland, OR 97233","16016 Southeast Stephens Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"4615 NE 28th Ave #3, Portland, OR 97202",US,
39.78373,-100.445882,"8800 SE Causey Loop, #G308, Happy Valley, OR 97086",US,
45.559626,-122.682822,"1518 N Webster St, Portland, OR 97217","1518 North Webster Street, Portland, Multnomah County, OR, US",
45.487376,-122.711823,"4829 SW Stonebrook Ct, Portland, OR 97239","4829 Southwest Stonebrook Court, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"21750 sw Kristin Court, Beaverton, OR 97006",US,
45.576684,-122.65995,"511 NE Stafford Street, Portland, OR 97211-____","511 Northeast Stafford Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"20612 SW Brackenwood Lane, Beaverton, OR 97006",US,
39.78373,-100.445882,"3147 NE Holland Ct, Portland, OR 97211-2029",US,
45.503314,-122.640185,"2512 SE Clinton St, Portland, OR 97202","2512 Southeast Clinton Street, Portland, Multnomah County, OR, US",
45.54583,-122.611422,"3124 NE 50th Ave, portland, OR 97213","3124 Northeast 50th Avenue, Portland, Multnomah County, OR, US",
45.467495,-122.655196,"7873 SE 11th Ave, Portland, OR 97202","7873 Southeast 11th Avenue, Portland, Multnomah County, OR, US",
45.56419,-122.666612,"5714 N Williams Ave., Portland, OR 97217","5714 North Williams Avenue, Portland, Multnomah County, OR, US",
45.524601,-122.674787,"425 NW Davis Street , Portland, OR 97209","425 Northwest Davis Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"1922 SE 176 Ave, Portland, OR 97233",US,
45.501773,-122.545994,"2815 SE 115th Ave, Portland, OR 97266","2815 Southeast 115th Avenue, Portland, Multnomah County, OR, US",
45.53621,-122.606128,"1835 NE 56th Ave, Portland, OR 97213","1835 Northeast 56th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3937 SE Harrison, Portland, OR 97214",US,
39.78373,-100.445882,"615 SE 187th Ave #14, Portland, OR 97233",US,
45.558947,-122.647001,"1732 Ne ALberta St, Portland, OR 97211","1732 Northeast Alberta Street, Portland, Multnomah County, OR, US",
45.492879,-122.62954,"4122 SE 34th Ave., Portland, OR 97202","4122 Southeast 34th Avenue, Portland, Multnomah County, OR, US",
45.517368,-122.542252,"11728 SE Alder St, Portland, OR 97216","11728 Southeast Alder Street, Portland, Multnomah County, OR, US",
45.510009,-122.566667,"11921 SE Mill St, Portland, OR 97216","Southeast Mill Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3848 SE Dvision St. #246, Portland, OR 97202",US,
39.78373,-100.445882,"301 NE 181 Pl, Portland, OR 97230",US,
39.78373,-100.445882,"2255 W. Burnside St. Apt. # 508, Portland, OR 97210",US,
45.490472,-122.583105,"7807 SE Holgate Blvd, Portland, OR 97206","7807 Southeast Holgate Boulevard, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"17675 SE Pine St. #207, Portland, OR 97233",US,
44.567914,-123.260404,"426 NW 4th St., Corvallis, OR 97330","426 Northwest 4th Street, Corvallis, Benton County, OR, US",
45.43976,-122.788772,"11140 SW 109th Ave, Tigard, OR 97223","11140 Southwest 109th Avenue, Tigard, Washington County, OR, US",
45.516945,-122.602961,"5901 SE Belmont St., Portland, OR 97215","5901 Southeast Belmont Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"3725 SE Rhine, Apt 13A, Portland, OR 97202",US,
45.504216,-122.628289,"2534 SE 35th Ave, Portland, OR 97202","2534 Southeast 35th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"500 NW 65th St., Seattle, WA 98108",US,
39.78373,-100.445882,"2915 NE MLK Blvd , Portland, OR 97212",US,
45.536142,-122.700591,"1902 NW 24th Ave. , Portland, OR 97210","1902 Northwest 24th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"6214 SE Milwaukie Ave, Portland, OR 97219",US,
39.78373,-100.445882,"Home based business",US,
45.524671,-122.680764,"925 NW Davis Street, Portland, OR 97209","925 Northwest Davis Street, Portland, Multnomah County, OR, US",
45.51224,-122.630299,"3327 SE Hawthorne Boulevard, Portland, OR 97214","3327 Southeast Hawthorne Boulevard, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"home based business",US,
45.456628,-122.714126,"9517 Sw Barbur Blvd, Portland, OR 97219","9517 Southwest Barbur Boulevard, Portland, Multnomah County, OR, US",
45.500519,-122.584586,"3010 SE 76th Ave, Portland, OR 97206","3010 Southeast 76th Avenue, Portland, Multnomah County, OR, US",
45.534792,-122.544839,"1637 NE 114th Ave, Portland, OR 97220","1637 Northeast 114th Avenue, Portland, Multnomah County, OR, US",
45.492879,-122.62954,"4122 SE 34th Ave., Portland, OR 97202","4122 Southeast 34th Avenue, Portland, Multnomah County, OR, US",
45.507088,-122.550424,"2151 SE 110th Ave, Portland, OR 97216","2151 Southeast 110th Avenue, Portland, Multnomah County, OR, US",
45.489951,-122.807905,"12725 SW Millikan Way, Beaverton, OR 97005","12725 Southwest Millikan Way, Beaverton, Washington County, OR, US",
39.78373,-100.445882,"16285 SW 85th Ave #101, Portland, OR 97224",US,
45.504688,-122.65516,"2505 SE 11th Ave, Portland, OR 97202","2505 Southeast 11th Avenue, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"534 NE 18th St., Portland, OR 97232",US,
45.569418,-122.680246,"6441 N Montana Ave, Portland, OR 97217","6441 North Montana Avenue, Portland, Multnomah County, OR, US",
45.56414,-122.66009,"545 NE Jessup St, Portland, OR 97211","545 Northeast Jessup Street, Portland, Multnomah County, OR, US",
45.502756,-122.562805,"11417 SE Clinton St, Portland, OR 97266","Southeast Clinton Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"1928 SE 181 Ave, Portland, OR 97233",US,
45.466687,-122.657179,"7935 SE 9th Ave, Portland, OR 97202","7935 Southeast 9th Avenue, Portland, Multnomah County, OR, US",
45.517942,-122.548292,"623 SE 112th Ave, Portland, OR 97216","623 Southeast 112th Avenue, Portland, Multnomah County, OR, US",
45.520247,-122.674195,", Portland, OR 97202","Portland, Multnomah County, OR, US",
39.78373,-100.445882,"425 SE 3rd Ave #402, Portland, OR 97214",US,
39.78373,-100.445882,"75 NE 179th Avenue, Portland, OR 97230",US,
39.78373,-100.445882,"1700 SE 41 Ave, Portland, OR 97214",US,
45.512203,-122.534776,"1514 SE 125th Ct, Portland, OR 97233","1514 Southeast 125th Court, Portland, Multnomah County, OR, US",
45.545423,-122.551141,"10812 NE Fargo St, Portland, OR 97220","10812 Northeast Fargo Street, Portland, Multnomah County, OR, US",
45.51698,-122.642488,"1737B SE Morrison Street, Portland, OR 97214","Southeast Morrison Street, Portland, Multnomah County, OR, US",
45.53146,-122.630514,"1025 NE 33rd Ave, Portland, OR 97232","1025 Northeast 33rd Avenue, Portland, Multnomah County, OR, US",
45.561819,-122.679779,"5344 N Montana Ave, Portland, OR 97217","5344 North Montana Avenue, Portland, Multnomah County, OR, US",
45.520247,-122.674195,", Portland, OR ","Portland, Multnomah County, OR, US",
45.520247,-122.674195,", Portland, OR 97212","Portland, Multnomah County, OR, US",
45.503379,-122.629741,"3384 SE Clinton St, Portland, OR 97202","3384 Southeast Clinton Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"SW 3rd & Washington, Portland, OR 97221",US,
39.78373,-100.445882,"home based business",US,
39.78373,-100.445882,"20th and NE Everett, Portland, OR 97232",US,
45.520247,-122.674195,", Portland, OR 97214","Portland, Multnomah County, OR, US",
45.520247,-122.674195,", Portland, OR 97216","Portland, Multnomah County, OR, US",
39.78373,-100.445882,"519 SW 3rd Ave #503, Portland, OR 97204",US,
45.562278,-122.67731,"5421 N Michigan Ave, Portland, OR 97217","5421 North Michigan Avenue, Portland, Multnomah County, OR, US",
45.518524,-122.570539,"9035 SE Washington St., Portland, OR 97216","9035 Southeast Washington Street, Portland, Multnomah County, OR, US",
45.536023,-122.545908,"1839 NE 114th Place, Portland, OR 97220","1839 Northeast 114th Place, Portland, Multnomah County, OR, US",
45.570224,-122.663159,"205 NE Rosa Parks Way, Portland, OR 97211","205 Northeast Rosa Parks Way, Portland, Multnomah County, OR, US",
45.152223,-122.576213,"530 N Molalla Ave, Molalla, OR 97038","530 North Molalla Avenue, Molalla, Clackamas County, OR, US",
45.564084,-122.574314,"8530 NE Columbia Blvd, Portland, OR 97220","8530 Northeast Columbia Boulevard, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"1311 NE Going, Portland, OR 97211",US,
45.498528,-122.62119,"3332 SE 39th Ave, Portland, OR 97202","3332-3344 Southeast César E. Chávez Boulevard, Portland, Multnomah County, OR, US",
45.502738,-122.546234,"11333 SE Clinton St, Portland, OR 97266","11333 Southeast Clinton Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"20162 NE Couch St, Portland, OR 92730",US,
45.520247,-122.674195,", Portland, OR 97211","Portland, Multnomah County, OR, US",
45.520717,-122.50074,"17236 SE Pine St , Portland, OR 97233","Southeast Pine Street, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"5432 N Maryland, Portland, OR 97217",US,
45.525999,-122.602386,"423 NE 60th Avenue, Portland, OR 97213","423 Northeast 60th Avenue, Portland, Multnomah County, OR, US",
45.51352,-122.520347,"13921 SE Main Ct, Portland, OR 97233","13921 Southeast Main Court, Portland, Multnomah County, OR, US",
39.78373,-100.445882,"home based business",US,
39.78373,-100.445882,"home based business",US,
45.508371,-122.653349,"2014 SE 12th Ave , Portland, OR 97214","2014 Southeast 12th Avenue, Portland, Multnomah County, OR, US",
45.420675,-122.67065,", Lake Oswego, OR 97034","Lake Oswego, Clackamas County, OR, US",
39.78373,-100.445882,"home based business",US,
39.78373,-100.445882,"6107 SW Murray Blvd #276, Beaverton, OR 97008",US,
39.78373,-100.445882,"4580 SW Watson, Beaverton, OR 97005",US,
39.78373,-100.445882,"3106 SW 12th Ave #B, Portland, OR 97239",US,
39.78373,-100.445882,"2330 NW 23rd, Portland, OR 97210",US,
39.78373,-100.445882,"2095 Cadle Road, Rickreall, OR 97371",US,
45.210104,-123.198769,"119 NE 3rd Street, McMinnville, OR 97128","119 Northeast 3rd Street, McMinnville, Yamhill County, OR, US",
45.512286,-122.631093,"3279 SE Hawthorne Blvd, Portland, OR 97214","3279 Southeast Hawthorne Boulevard, Portland, Multnomah County, OR, US",
45.46278,-122.6532,"8301 SE 13th Ave, Portland, OR 97202","8301 Southeast 13th Avenue, Portland, Multnomah County, OR, US",
45.553957,-122.654573,"4210 NE 11th Ave, Portland, OR 97211","4210 Northeast 11th Avenue, Portland, Multnomah County, OR, US",
45.549392,-122.671516,"3633 N commercial Ave, Portland, OR 97227","3633 North Commercial Avenue, Portland, Multnomah County, OR, US",
45.49857,-122.605806,"3316 SE 55th Ave, Portland, OR 97206","3316 Southeast 55th Avenue, Portland, Multnomah County, OR, US",
45.508906,-122.628404,"1936 SE 35th Ave, Portland, OR 97214","1936 Southeast 35th Avenue, Portland, Multnomah County, OR, US",
45.539504,-122.667224,"108 N Page St, Portland, OR 97227","108 North Page Street, Portland, Multnomah County, OR, US",
45.522753,-122.662853,"17 SE 3rd Ave, Portland, OR 97214","17 Southeast 3rd Avenue, Portland, Multnomah County, OR, US",
45.49393,-122.560251,"3821 SE 101st Ave, Portland, OR 97266","3821 Southeast 101st Avenue, Portland, Multnomah County, OR, US",
45.534419,-122.685876,"1411 NW Raleigh St, Portland, OR 97209","1411 Northwest Raleigh Street, Portland, Multnomah County, OR, US",
45.519548,-122.638897,"2619 SE Stark St, Portland, OR 97214","2619 Southeast Stark Street, Portland, Multnomah County, OR, US",
45.547617,-122.664519,"81 NE Ivy St, Portland, OR 97212","81 Northeast Ivy Street, Portland, Multnomah County, OR, US",
